CAMPUS,CAMPNAME,CPSAMIFC,CPSAMIFP,CPSATOFC,CPSBTOFC,CPSBTOPC,CPSETOFC,CPSETOFP,CPSHEXPA,CPSHTENA,CPSLEXPA,CPSLTENA,CPSOTOFC,CPSPTOFC,CPSPTOFP,CPSRTOFC,CPSRTOPC,CPSSTOFC,CPSSTOFP,CPSSTOSA,CPST00FC,CPST00FP,CPST00SA,CPST01FC,CPST01FP,CPST01SA,CPST06FC,CPST06FP,CPST06SA,CPST11FC,CPST11FP,CPST11SA,CPST21FC,CPST21FP,CPST21SA,CPST30FC,CPST30FP,CPST30SA,CPSTASFC,CPSTASFP,CPSTBAFC,CPSTBAFP,CPSTBIFC,CPSTBIFP,CPSTBLFC,CPSTBLFP,CPSTCOFC,CPSTCOFP,CPSTEXPA,CPSTFEFC,CPSTFEFP,CPSTGIFC,CPSTGIFP,CPSTHIFC,CPSTHIFP,CPSTINFC,CPSTINFP,CPSTKIDR,CPSTMAFC,CPSTMAFP,CPSTMSFC,CPSTMSFP,CPSTNOFC,CPSTNOFP,CPSTOPFC,CPSTOPFP,CPSTPHFC,CPSTPHFP,CPSTPIFC,CPSTPIFP,CPSTREFC,CPSTREFP,CPSTSPFC,CPSTSPFP,CPSTTENA,CPSTTOFC,CPSTTOFP,CPSTTOSA,CPSTTWFC,CPSTTWFP,CPSTVOFC,CPSTVOFP,CPSTWHFC,CPSTWHFP,CPSUTOFC,CPSUTOFP,CPSUTOSA,DISTNAME
"'020906104","SWEENY EL",12,16,75,1,0,9.6,12.8,8,8,3,3,0,65.4,87.2,2,0,7,9.3,79448,0.4,0.8,56700,12,23.3,57692,11,21.4,60143,14,27.2,62729,10,19.4,68980,4,7.8,71880,0,0,40.4,78.6,0,0,4,7.8,0,0,13.6,50.4,98.1,0,0,3,5.8,0,0,16.8,1,1.9,4,7.8,7,13.6,0,0,0,0,0,0,48.5,94.4,2.9,5.6,7.9,51.4,68.6,62879,0,0,0,0,44.4,86.4,7,9.3,65221,"SWEENY ISD"
"'020907001","COLUMBIA H S",21,27.9,75.4,0,1,9,11.9,1,1,4,4,0.2,66.4,88.1,2,0,4,5.3,84100,4,6.8,55500,9.7,16.5,56884,8,13.7,57413,15.7,26.8,59321,12.2,20.8,63204,9,15.4,66557,1,1.7,47.6,81.2,0.4,0.7,9,15.4,0,0,15.7,36.6,62.4,0,0,6,10.2,0,0,15.2,22,37.6,11,18.8,0,0,6.5,11.1,0,0,0,0,32.2,55,6.9,11.8,10.6,58.6,77.7,60317,0,0,12.5,21.4,42.6,72.7,3.8,5,65513,"COLUMBIA-BRAZORIA ISD"
"'020907005","BRAZORIA CO J J A E P",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"COLUMBIA-BRAZORIA ISD"
"'020907042","WEST BRAZOS J H",11,17.6,62.6,0,1,6.9,11.1,3,3,5.3,3.7,0.3,55.6,88.9,1,0,4,6.4,77455,4,8.2,58213,14.3,29.5,56855,6,12.4,56007,11.3,23.3,60378,7,14.4,63829,5.9,12.2,68172,0,0,43.6,89.9,0,0,2,4.1,0,0,13.2,39.5,81.5,0,0,5,10.3,0,0,13.9,9,18.5,4.9,10.1,0,0,0,0,0,0,0,0,42.2,86.9,3.8,7.8,7.5,48.5,77.6,60068,0,0,2.6,5.4,41.5,85.6,3.1,4.9,66502,"COLUMBIA-BRAZORIA ISD"
"'020907102","WEST COLUMBIA EL",10.9,17.6,62.2,1,0,13.7,22,6,6,1,1,0.7,48.5,78,1,0,2,3.2,82902,2,4.7,55250,4.7,10.9,56061,7.3,16.9,57828,20,46.6,58824,9,21,63642,0,0,.,0,0,38,88.4,0,0,0,0,0,0,13.6,41,95.3,0,0,4.4,10.3,1,2.3,16.5,2,4.7,4,9.3,1,2.3,0,0,0,0,0,0,38,88.4,5,11.6,8.8,43,69,59196,0,0,0,0,37.5,87.4,3.6,5.7,63697,"COLUMBIA-BRAZORIA ISD"
"'020907106","WILD PEACH EL",11.5,30.9,37.3,0,0,12.8,34.4,8,6,0,0,0.5,24.5,65.6,0,0,1,2.7,87202,4,19.5,55000,3,14.7,56367,2,9.8,57300,6.5,31.6,60018,4,19.5,62579,1,4.9,66000,0,0,19.5,95.1,0,0,2,9.8,0,0,12.9,19.5,95.1,0,0,2,9.8,0,0,12.8,1,4.9,1,4.9,0,0,0,0,0,0,0,0,17.5,85.3,3,14.7,7.2,20.5,54.9,59030,0,0,0,0,16.5,80.5,3,8,61086,"COLUMBIA-BRAZORIA ISD"
"'020907107","BARROW EL",13,30.6,42.5,0,0,11,25.9,3,3,3,3,0.6,31.5,74.1,1,0,2,4.7,80898,1,3.6,55000,7,25.4,56145,4,14.5,57213,11.5,41.9,59291,3,10.9,64286,1,3.6,66000,0,0,26.5,96.4,0,0,2,7.3,0,0,12.1,25.5,92.7,0,0,4,14.5,0,0,13.9,2,7.3,1,3.6,0,0,0,0,0,0,0,0,22.5,81.8,5,18.2,9,27.5,64.7,58821,0,0,0,0,21.5,78.2,2,4.7,68003,"COLUMBIA-BRAZORIA ISD"
"'020908001","PEARLAND H S",81.3,34.6,235.3,2,0,21.8,9.2,9,9,9.4,9,0,213.5,90.8,9,0,8,3.4,101957,14.9,7.8,60409,40.4,21.2,63153,34.6,18.1,63614,74.9,39.2,65814,21.2,11.1,69310,5,2.6,76477,7.9,4.2,120.7,63.2,0,0,24.2,12.7,0,0,11.9,106.9,56,0,0,26.5,13.9,0,0,17.1,84.1,44,63.4,33.2,4,2.1,31.3,16.4,3,1.6,0,0,127.9,66.9,10.9,5.7,6.8,191,81.2,65096,4,2.1,20.9,11,128.4,67.2,14.5,6.2,80679,"PEARLAND ISD"
"'020908002","BRAZORIA CO J J A E P",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PEARLAND ISD"
"'020908004","PACE CENTER",11.8,46.1,25.7,0,0,2.9,11.2,7,7,2,2,0,22.8,88.8,1,0,2,7.8,100635,1,5.3,60245,3,15.8,61662,5,26.4,64400,7.9,42,65387,2,10.5,68095,0,0,.,1,5.3,13.8,73.6,0,0,3,15.8,0,0,11.4,12.9,68.4,0,0,4,21.1,0,0,4.9,5.9,31.6,5,26.4,0,0,0,0,0,0,0,0,14.5,77.2,2,10.5,5.2,18.8,73.2,64552,1,5.3,2.3,12.2,9.9,52.6,2,7.8,83848,"PEARLAND ISD"
"'020908007","GLENDA DAWSON H S",62.1,36.3,171.1,1,0,11.2,6.5,2,2,9,6.4,0,160,93.5,8,0,6,3.5,102738,6.2,4.4,56579,21.9,15.4,62253,33.8,23.8,63345,54.7,38.5,66596,21.4,15.1,69287,4,2.8,71958,4.9,3.5,85.3,60.1,0,0,17.9,12.6,0,0,13,81.3,57.3,0,0,25.8,18.2,0,0,18,60.6,42.7,52.7,37.1,3,2.1,30.5,21.5,1,0.7,1,0.7,92.6,65.2,8.2,5.8,8,142,83,65271,4,2.8,10.7,7.6,88.3,62.2,12,7,74813,"PEARLAND ISD"
"'020908009","ROBERT TURNER COLLEGE AND CAREER H S",26.9,37.3,72.2,1,0,1.9,2.7,6,6,8,7.7,0,70.3,97.3,4,0,3.5,4.8,109878,3.7,6.2,66161,9,14.7,63840,19.8,32.7,66975,16.8,27.7,66012,9.4,15.5,73564,2,3.3,74590,1,1.6,38.1,62.7,0.9,1.5,7.6,12.5,0,0,11.8,39.5,65,0,0,10.9,18,0,0,18.3,21.3,35,18.7,30.7,3,4.9,8.8,14.5,1,1.6,0,0,27.3,45,1,1.6,7,60.8,84.2,67464,4,6.5,22.7,37.4,37.3,61.4,6,8.3,80270,"PEARLAND ISD"
"'020908041","PEARLAND J H EAST",19.4,30.6,63.6,1,0,6.5,10.3,6,6,10.5,10,0,57.1,89.7,3,0,3,4.7,102127,2.9,6,50553,12.2,25,61779,12.5,25.8,63239,14.5,29.7,65432,5,10.3,69352,1.5,3.1,70997,0,0,37.2,76.6,0.5,0.9,6.9,14.2,0,0,10.9,30.9,63.6,0,0,8.1,16.7,0,0,17.4,17.7,36.4,11.4,23.4,0,0,0,0,0,0,0,0,42.9,88.2,4.3,8.9,7.8,48.6,76.4,63634,3,6.1,1,2,30.7,63.1,5.5,8.6,78399,"PEARLAND ISD"
"'020908042","PEARLAND J H WEST",16.8,25.5,65.8,1,0,2.1,3.2,13,13,11.5,10.5,0,63.7,96.8,3,0,3,4.6,105002,3.5,6.3,61773,13.8,25,61703,12.9,23.3,63266,16.1,29.1,65818,6.9,12.6,68906,2,3.6,74999,3,5.4,41.6,75.5,3.5,6.4,5.9,10.8,1.8,3.3,11.2,41.7,75.7,8.3,15,4,7.2,0.9,1.7,16.6,13.4,24.3,12.5,22.7,0,0,8.1,14.8,1,1.8,0,0,27.8,50.4,4.5,8.2,7.7,55.2,83.9,64656,1,1.8,1.1,2,40.4,73.2,5.5,8.4,75595,"PEARLAND ISD"
"'020908043","PEARLAND J H SOUTH",30.1,46.4,64.9,1,0,4.8,7.4,10,10,3,3,0,60.1,92.6,3,0,3,4.6,98463,2,3.8,60245,13.4,26.1,61776,13.9,26.9,62947,15.2,29.5,65767,6.1,11.8,68532,1,1.9,68385,1,1.9,39.7,77,2.6,5,5.9,11.5,0.3,0.6,10.8,33,63.9,1.1,2.1,14.9,28.8,1,1.9,17.3,18.6,36.1,10.9,21.1,0,0,0,0,1,1.9,0,0,38.5,74.7,8.1,15.6,5.3,51.6,79.5,64131,0,0,1,1.9,28.8,55.8,5.5,8.5,76976,"PEARLAND ISD"
"'020908044","BERRY MILLER J H",21.2,35.9,59.1,0,0,4.8,8.1,4,4,8,6.5,0,54.4,91.9,3,0,3,5.1,97883,1.7,3.6,61688,7.9,16.9,62783,8.6,18.4,63571,25.5,54.4,65653,3.2,6.8,68740,0,0,.,1,2.1,29.3,62.5,0.6,1.4,7.9,17,0.7,1.6,12,37.3,79.7,5.3,11.4,5,10.6,0,0,18,9.5,20.3,15.6,33.2,0,0,0,0,2,4.2,0,0,34.5,73.6,4.5,9.5,7,46.9,79.2,64851,1,2.1,1.1,2.4,32,68.2,4.5,7.6,77238,"PEARLAND ISD"
"'020908101","E A LAWHON EL",42.2,57.5,73.3,0,0,10.5,14.4,7,7,5.5,5,0,62.8,85.6,1,0,3,4.1,92409,4.9,8.9,60405,10.9,19.5,61445,15.8,28.4,63523,15.8,28.4,65921,7.8,14,68648,0.5,0.9,77985,1,1.8,43.4,77.8,9,16.1,3,5.3,2.6,4.6,11.2,54.8,98.2,0,0,25.6,45.9,0,0,14.8,1,1.8,11.4,20.4,0,0,0,0,1,1.8,0,0,40.1,71.8,4.2,7.6,7.1,55.8,76.1,64368,1,1.8,0,0,25.2,45.2,4,5.5,73150,"PEARLAND ISD"
"'020908102","C J HARRIS EL",16.2,30.3,53.6,1,0,9.5,17.7,12,12,12,12,0,44.1,82.3,1,0,2,3.7,99919,3,7.8,61639,5.9,15.6,61666,4,10.4,63060,15.3,40.3,65676,8.9,23.4,68644,1,2.6,71968,0,0,32.6,85.7,1.5,3.9,3,7.8,2,5.2,13.8,37.1,97.4,0,0,8.4,22.1,0,0,14.6,1,2.6,4.5,11.7,0,0,0,0,1,2.6,0,0,25.9,67.9,8.7,23,10.1,38.1,71.1,65322,1,2.6,0,0,25.7,67.5,4,7.5,73135,"PEARLAND ISD"
"'020908103","SHADYCREST EL",8.8,18.2,48.3,1,0,6.7,13.9,10,10,5,5,0,41.6,86.1,1,0,2,4.1,95918,1,2.8,60245,4.9,13.9,61964,7.9,22.2,63564,13.9,38.9,65881,6.9,19.4,68330,1,2.8,71311,0,0,20.8,58.3,0,0,2,5.6,1,2.8,13.6,32.7,91.7,8.1,22.7,4,11.1,0,0,16.5,3,8.3,13.9,38.9,0,0,0,0,1,2.8,0,0,23.1,64.8,3.5,9.8,8.5,35.6,73.7,65293,1,2.8,0,0,28.7,80.6,4,8.3,70127,"PEARLAND ISD"
"'020908104","H C CARLESTON EL",38.4,53.8,71.4,1,0,12.4,17.3,1,1,8.5,3.5,0,59,82.7,1,0,3.5,4.9,86540,4,7.7,60240,13.9,26.9,61764,14.8,28.8,63223,10.9,21.1,65878,7,13.6,68224,1,1.9,71420,1,1.9,36.7,71.2,7.8,15.2,6.9,13.4,5,9.8,10.6,47.6,92.3,0,0,22.8,44.3,0,0,15.1,4,7.7,11.9,23,1,1.9,0,0,2,3.8,0,0,33.7,65.5,4.9,9.6,6.6,51.5,72.2,64001,2,3.8,0,0,18.8,36.5,4,5.6,71648,"PEARLAND ISD"
"'020908105","SAM JAMISON MIDDLE",26.8,43.5,61.5,1,0,5.4,8.9,2,2,11.5,7,0,56.1,91.1,2,0,3,4.9,93878,1,2,60251,15.3,31.4,61790,13.9,28.5,63245,12.5,25.8,66398,6,12.3,68528,0,0,.,0,0,33.8,69.5,0.3,0.7,6.9,14.2,1.9,4,10.3,39.3,80.8,0,0,10.9,22.4,1,2,15.5,9.3,19.2,11.9,24.4,0,0,0,0,3,6.1,0,0,41.2,84.8,5.1,10.5,5.4,48.6,79,64190,1,2,0,0,28.8,59.3,4.5,7.3,72076,"PEARLAND ISD"
"'020908106","CHALLENGER EL",13.5,24.8,54.4,1,0,10.3,18.9,4,4,1,1,0,44.1,81.1,1,0,2,3.7,92060,2,5.2,60248,7.9,20.8,61586,13.9,36.4,63373,8.9,23.4,65717,4.9,13,68024,0.5,1.3,77985,0,0,31.7,83.1,0.5,1.3,3,7.8,2,5.2,11.3,37.1,97.4,3,8,4.9,13,0,0,14.9,1,2.6,6.4,16.9,0,0,0,0,0,0,0,0,26.6,69.9,5.9,15.6,6.4,38.1,70,64181,0,0,0,0,30.2,79.2,4,7.4,70987,"PEARLAND ISD"
"'020908107","RUSTIC OAK EL",12.8,22.9,55.8,1,0,8.8,15.7,12,12,8,8,0,47.1,84.3,1,0,2,3.6,102067,1,2.4,60245,10.9,26.5,61775,8.9,21.7,63733,13.9,33.7,66453,3.5,8.4,69991,3,7.2,73983,1,2.4,30.2,73.5,0.5,1.2,2,4.8,2,4.8,13.3,40.1,97.6,0,0,3,7.2,0,0,16.2,1,2.4,10.9,26.5,0,0,0,0,0,0,0,0,34.6,84.3,4,9.6,9.4,41.1,73.5,65317,1,2.4,0,0,34.1,83.1,4,7.2,73443,"PEARLAND ISD"
"'020908108","LEON H SABLATURA MIDDLE",30,49.6,60.5,1,0,4.8,7.9,11,11,4.5,4.5,0,55.7,92.1,2,0,3,5,92995,0.5,1,63788,11.9,24.6,61627,7.3,15.2,63435,24.5,51,65757,3,6.2,69666,1,2.1,75453,2,4.1,35.9,74.6,0,0,5.9,12.3,0.6,1.1,12,38.7,80.4,12.8,26.5,14.2,29.4,0,0,19.3,9.4,19.6,12.2,25.4,0,0,0,0,0,0,0,0,31.1,64.6,3.7,7.7,7.3,48.2,79.7,64807,1,2.1,0,0,25.1,52.1,4.5,7.4,70093,"PEARLAND ISD"
"'020908109","SILVERLAKE EL",15.9,29.3,54.2,1,0,7.7,14.1,7,2,20,14,0,46.5,85.9,1,0,2,3.7,97620,1.7,4.3,70917,9.9,25,62023,8.7,21.9,65292,11.9,30,65482,5,12.6,68948,2.5,6.2,72263,3,7.5,31,78.2,0.6,1.4,3.7,9.4,2,5,12.6,38.6,97.5,0,0,2.5,6.2,0,0,17,1,2.5,8.6,21.8,0,0,0,0,0,0,0,0,32.3,81.6,4.8,12,8.2,39.6,73.1,65671,0,0,0,0,30.4,76.8,4.9,9.1,70744,"PEARLAND ISD"
"'020908110","SILVERCREST EL",19.1,39.2,48.8,0,0,5.7,11.8,1,1,6,6,0,43.1,88.2,1,0,2,4.1,92690,2,5.1,60900,9.9,26,62020,6.9,18.2,62809,12.9,33.8,65691,5.9,15.6,69034,0.5,1.3,72116,0,0,33.1,87,1.5,3.9,5.9,15.6,1,2.6,12.3,38.1,100,0,0,6.4,16.9,0,0,17.3,0,0,4.9,13,0,0,0,0,0,0,0,0,32.2,84.7,3.4,8.8,10.3,38.1,78,64571,0,0,0,0,25.7,67.5,3,6.1,70305,"PEARLAND ISD"
"'020908111","ROGERS MIDDLE",18.2,33.2,54.7,1,0,5.7,10.3,3,3,16.5,15,0,49.1,89.7,2,0,3,5.5,96353,2.3,5.5,60738,4.9,11.9,61591,17.2,41.3,63315,11.2,27,66084,5,12,69716,1,2.4,71406,2,4.8,32.3,77.8,1,2.4,5.9,14.3,0.4,0.9,11.5,34.9,84.1,3.5,8.5,4,9.5,0,0,19.1,6.6,15.9,9.2,22.2,0,0,6.7,16.2,0,0,0,0,25,60.2,4.9,11.9,6.8,41.6,76,64672,0,0,0,0,29.7,71.4,4.5,8.2,71154,"PEARLAND ISD"
"'020908112","MASSEY RANCH EL",17.4,30.1,57.9,1,0,11.3,19.6,5,5,6,5,0,46.6,80.4,1,0,2,3.5,94703,2,4.9,60244,8.9,21.9,61486,5.9,14.6,62813,15.8,39,65845,7.9,19.5,68493,0,0,.,1,2.4,30.7,75.6,0,0,3,7.3,2,4.9,12,39.6,97.6,1,2.4,5.9,14.6,0,0,15.2,1,2.4,9.9,24.4,0,0,0,0,0,0,1,2.4,31.7,78.1,5.9,14.6,9,40.6,70.1,64688,0,0,0,0,29.7,73.2,4,6.9,70859,"PEARLAND ISD"
"'020908113","BARBARA COCKRELL EL",25.1,38.4,65.2,1,0,11.5,17.7,1,1,3,3,0,53.7,82.3,1,0,2,3.1,92409,2,4.1,60290,11.8,24.8,61590,8.6,18.1,65397,18.3,38.4,65528,6.9,14.5,68742,0,0,.,1,2.1,35.6,74.6,11.4,24,1,2.1,3,6.2,11.4,45.7,95.9,5.1,10.6,13.4,28,0,0,15.8,2,4.1,11.4,23.9,0,0,0,0,0.7,1.5,0,0,26.2,55,2,4.1,6.1,47.7,73.1,64777,0,0,0,0,32.3,67.8,4,6.1,70088,"PEARLAND ISD"
"'020908114","MAGNOLIA EL",27.6,40.2,68.6,1,0,8.6,12.6,19,19,2.5,2.5,0,59.9,87.4,1,0,3,4.4,94381,1,1.9,60245,7.9,15.2,61294,12.9,24.8,63724,28.7,55.2,65656,1.5,2.9,69078,0,0,.,0,0,45,86.7,1.7,3.3,2,3.8,3,5.7,11.6,51,98.1,0,0,18.8,36.2,0,0,13.9,1,1.9,6.9,13.3,0,0,0,0,0,0,0,0,41.6,80,5.7,10.9,8.3,51.9,75.8,64507,1,1.9,0,0,30.2,58.1,5,7.3,76213,"PEARLAND ISD"
"'020908115","ALEXANDER MIDDLE",9.4,17,55.5,0,0,5.7,10.4,3,3,6,2,0,49.7,89.6,2,0,3,5.4,90538,1,2.3,60245,6.6,15.4,62146,9.9,23,63221,16.2,37.6,66060,8.4,19.5,69161,1,2.3,68378,0,0,32.3,74.8,0.3,0.8,2,4.6,0.3,0.8,13.7,33.1,76.7,3.3,7.7,3,6.9,0,0,17.3,10.1,23.3,10.9,25.2,0,0,7.3,16.9,0,0,0,0,25.8,59.7,6.1,14,8.4,43.2,77.9,65329,0,0,0,0,38.3,88.6,3.5,6.3,76400,"PEARLAND ISD"
"'020910101","DAMON EL",10,56.1,17.8,0,0,4,22.4,8,4,0,0,0,13.8,77.6,0,0,0.5,2.8,231500,6,44.8,58384,3,22.5,90783,1,7.5,108550,3,22.5,60500,0,0,.,0.4,2.6,154966,5,37.5,8,60,0,0,3,22.5,0,0.3,7.5,12.3,92.7,0,0,1,7.5,1,7.5,7,1,7.3,5.3,40,0,0,0,0,0,0,0,0,12.4,93.1,0.9,6.7,3.4,13.3,74.8,72459,0,0,0,0,3.3,24.9,0,0,.,"DAMON ISD"
"'021803001","BRAZOS SCHOOL FOR INQUIRY AND CREATIVITY BRYAN/COL",10.6,51.9,20.4,0,0,6.9,33.7,20,19,0,0,0,13.5,66.3,0,0,1,4.9,75000,3.7,32.2,51199,3,26.1,49333,2.8,24.3,46000,1,8.7,60428,1,8.7,56000,0,0,.,1,8.7,6,52.1,1,8.7,2.7,23.6,0,0,7.1,9.5,82.6,0,0,1,8.7,0,0,12.2,2,17.4,5.5,47.9,0,0,0,0,0,0,0,0,10.5,91.3,0,0,2,11.5,56.5,50667,0,0,0,0,6.8,59.1,1,4.9,50000,"BRAZOS SCHOOL FOR INQUIRY & CREATIVITY"
"'021803102","BRAZOS SCHOOL FOR INQUIRY AND CREATIVITY TIDWELL",17.7,94.6,18.7,0,0,5.7,30.4,6,6,0,0,0,13,69.6,0,0,1,5.4,75000,0,0,.,4,33.6,46500,4.9,41.1,51432,2,16.8,51999,0,0,.,1,8.4,53000,0,0,7.9,66.4,0.9,7.5,8.9,74.8,0.8,6.8,9.4,10.9,91.6,0,0,2,16.8,0,0,14,1,8.4,4,33.6,0,0,0,0,0,0,0,0,9.2,77.3,1,8.4,3.8,11.9,63.6,50000,0,0,0,0,1,8.4,0.1,0.6,50000,"BRAZOS SCHOOL FOR INQUIRY & CREATIVITY"
"'021805041","ARROW ACADEMY - SAVE OUR STREETS CENTER",7.8,47.8,16.3,0,0,3.8,23.2,25,7,0,0,0,12.5,76.8,0,0,0.5,3.1,147900,3,27.3,45300,5,45.5,50300,1,9.1,58936,1,9.1,55700,1,9.1,59850,0,0,.,0,0,10,90.9,0,0,4,36.4,0,0,5.1,9,81.8,0,0,1,9.1,0,0,11.9,2,18.2,1,9.1,0,0,0,0,0,0,0,0,10,90.9,1,9.1,1.2,11,67.6,51081,0,0,0,0,6,54.5,1,6.1,60000,"ARROW ACADEMY"
"'021805101","ARROW ACADEMY - LIBERATION ACADEMY",22.8,100,22.8,0,0,4.2,18.3,1,1,0,0,0,18.6,81.7,0,0,0.8,3.5,71112,5,29.7,52000,2,11.9,55500,0.9,5.3,61401,3.9,23.3,65087,1,5.9,62000,4,23.8,60000,0,0,9.8,58.4,0,0,14.8,88.1,0,0,14.8,16.8,100,0,0,2,11.9,0,0,15.5,0,0,6,35.7,0,0,0,0,1,5.9,0,0,14.8,88.1,2,11.9,4.9,16.8,73.8,58468,0,0,0,0,0,0,1,4.4,64000,"ARROW ACADEMY"
"'021805102","ARROW ACADEMY - HARVEST PREPARATORY ACADEMY",17.6,100,17.6,0,0,3.4,19.3,4,4,0,0,0,14.2,80.7,0,0,1,5.7,83000,10.2,77.3,48166,1,7.6,60000,1,7.6,60000,0,0,.,1,7.6,63000,0,0,.,0,0,8.5,64.2,0,0,12.4,93.9,0,0,2.9,8.6,65.3,0,0,0.8,6.1,0,0,16.4,4.6,34.7,2.9,21.6,1.9,14.3,0,0,0,0,0,0,13.2,100,0,0,0.6,13.2,75,51077,0,0,0,0,0,0,0,0,.,"ARROW ACADEMY"
"'021805105","ARROW ACADEMY - CHAMPIONS ACADEMY",8.8,100,8.8,0,0,1.9,22,1,1,0,0,0,6.9,78,0,0,1,11.3,70000,5.9,100,45120,0,0,.,0,0,.,0,0,.,0,0,.,0,0,.,0,0,3,51,0,0,3.9,66.7,0,0,0,4,67.3,0,0,2,33.3,0,0,11.2,1.9,32.7,1,17,1.9,32.1,0,0,0,0,0,0,5.9,100,0,0,0,5.9,66.6,45120,0,0,0,0,0,0,0,0,.,"ARROW ACADEMY"
"'021901001","A & M CONS H S",40.7,23.7,171.6,1,0,19.5,11.4,11,11,6,5.2,1,152.1,88.6,4,0,5.6,3.3,83452,7.4,5.6,49560,37.6,28.4,50808,24.3,18.4,51317,33.1,24.9,54543,27.3,20.6,62406,2.8,2.1,73202,1,0.8,86.8,65.5,0.3,0.3,9.2,7,0.4,0.3,12.2,73.6,55.5,10.9,8.3,13.2,9.9,0,0,16.1,58.9,44.5,45.7,34.5,0,0,6,4.6,0,0,0,0,84.4,63.7,7.8,5.9,6.7,132.5,77.2,54629,0,0,22.5,17,109.1,82.3,14,8.2,68665,"COLLEGE STATION ISD"
"'021901003","COLLEGE STATION H S",29.1,16.9,172.8,1,0,16,9.3,7,5,5.2,3.8,1,156.8,90.7,4,0,5.2,3,79357,6.9,5,48944,33.5,24.1,49416,30,21.6,51331,41.5,29.8,55589,22.6,16.2,62674,4.7,3.3,67246,0,0,90.8,65.2,0.6,0.4,5,3.6,0,0,12.3,81.3,58.4,11.6,8.3,12.7,9.1,0,0,15.3,57.9,41.6,48.4,34.8,0,0,8.5,6.1,0,0,0,0,86.2,61.9,9.5,6.8,6.7,139.2,80.5,54395,1,0.7,22.8,16.4,120.5,86.6,12.4,7.2,66655,"COLLEGE STATION ISD"
"'021901004","COLLEGE VIEW H S",3,22.2,13.7,0,0,2,14.6,2,2,0,0,0,11.7,85.4,0,1,0.8,5.5,88067,1,10.9,47940,0,0,.,1.7,18.7,51368,3.6,39.4,53943,1.6,17.7,63773,1.2,13.3,68959,0,0,2.9,32,0,0,0.3,3.8,0,0,17.7,8.1,88.3,0,0,1.7,18.6,0,0,13.3,1.1,11.7,6.2,68,0,0,0,0,0,0,0,0,6.4,70.4,1,10.9,8.5,9.1,66.7,56544,0,0,1.7,18.6,7.1,77.6,1.8,13.2,52202,"COLLEGE STATION ISD"
"'021901005","CVHS ACCELERATED ACADEMY",1.7,44.3,3.8,0,0,1,26.5,2,2,0,0,1,2.8,73.5,0,1,0.8,19.9,88067,0,0,.,0,0,.,0.3,16.3,51368,0.6,33.8,54562,0.4,21.5,63104,0.5,28.4,71903,0,0,0.8,45,0,0,0.4,21.2,0,0,22,1.6,92.8,0,0,0.3,16.7,0,0,15.2,0.1,7.2,1,55,0,0,0,0,0,0,0,0,1.3,73.3,0,0,11.3,1.8,47,60796,0,0,0.5,26.7,1.1,62,0.3,6.6,78180,"COLLEGE STATION ISD"
"'021901015","COLLEGE STATION JJAEP",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"COLLEGE STATION ISD"
"'021901041","COLLEGE STATION MIDDLE",14.6,22.7,64.2,0,1,9.9,15.5,22,20,12,11,0,54.3,84.5,1,1,1.2,1.9,109387,2.1,4.5,47725,8.2,17.4,49416,8.3,17.5,51740,14.2,30.2,54589,10.1,21.5,63523,4.1,8.8,67934,0.5,1,38.9,82.6,0,0,2,4.2,1.2,2.5,15.1,33.3,70.7,0,0,6.4,13.7,0,0,13.7,13.8,29.3,8.2,17.4,0,0,4.8,10.3,0,0,0,0,35.3,75,1.5,3.1,9.1,47.1,73.3,55967,0,0,4.3,9.1,38.2,81.1,6,9.4,60875,"COLLEGE STATION ISD"
"'021901042","A & M CONSOLIDATED MIDDLE",18.7,28,66.8,0,1,8,12,5,5,4.7,4.3,0,58.8,88,0,1,3.2,4.8,76567,4,8.1,48225,22.5,45.6,48834,9.3,18.8,50074,8.7,17.5,54774,4.8,9.6,62168,0.1,0.3,67166,0,0,38.4,77.7,0.7,1.5,2,4,0.2,0.4,9,33.5,67.9,0,0,11,22.2,0,0,14.4,15.9,32.1,11,22.3,0,0,5.7,11.6,0,0,0,0,34.5,69.8,3.6,7.3,4.7,49.4,73.9,51395,0,0,4.6,9.4,36.4,73.7,6.2,9.3,59700,"COLLEGE STATION ISD"
